datetime,latitude,longitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time,time_diff_day
2001-01-11 01:02:44,57.07666666666667,153.21,33.0,6.2,6.8,,9,,KODIAK ISLAND REGION     USGS,2001-01-11 01:02:44,0 days 23:13:16
2001-01-14 02:33:32,13.048333333333334,88.66,60.0,6.4,7.8,,9,,EL SALVADOR              USGS,2001-01-14 02:33:32,3 days 01:30:48
2001-01-14 17:58:29,22.615,144.38166666666666,132.0,6.2,6.5,1.0,8,334.0,IOTO ISLANDS REGION,2001-01-14 17:58:29,0 days 15:24:57
2001-01-26 12:16:40,23.418333333333333,70.23166666666667,16.0,6.9,8.0,,9,,SOUTHERN INDIA           USGS,2001-01-26 12:16:40,11 days 18:18:11
2001-02-14 04:28:30,4.68,102.56166666666668,36.0,6.2,7.2,,9,,"S SUMATERA, INDONESIA    USGS",2001-02-14 04:28:30,18 days 16:11:50
2001-02-24 16:23:48,1.27,126.24833333333332,35.0,6.6,7.0,,9,,NORTHERN MOLUCCA SEA     USGS,2001-02-24 16:23:48,10 days 11:55:18
2001-03-01 03:54:32,47.14833333333333,122.72666666666667,52.0,6.5,6.6,,9,,WASHINGTON STATE         USGS,2001-03-01 03:54:32,4 days 11:30:44
2001-03-15 22:02:42,32.32,71.49166666666666,37.0,6.1,5.6,,9,,NEAR COAST OF CEN. CHILE USGS,2001-03-15 22:02:42,14 days 18:08:10
2001-03-24 15:27:54,34.13166666666667,132.69333333333333,46.0,6.7,6.6,6.0,6,242.0,AKINADA SETONAIKAI       NPS,2001-03-24 15:27:54,8 days 17:25:12
2001-04-09 18:00:57,32.666666666666664,73.10833333333333,11.0,6.1,6.3,,9,,OFF COAST OF CEN. CHILE  USGS,2001-04-09 18:00:57,16 days 02:33:03
2001-04-15 08:27:22,30.246666666666663,142.495,0.0,6.6,6.1,,8,331.0,NEAR TORISHIMA IS        NPS,2001-04-15 08:27:22,5 days 14:26:25
2001-04-28 13:49:53,18.063333333333333,176.93666666666667,352.0,6.2,,,9,,FIJI REGION              USGS,2001-04-28 13:49:53,13 days 05:22:31
2001-05-25 09:40:52,44.315,148.81333333333333,30.0,6.9,6.9,2.0,1,25.0,SE OFF ETOROFU,2001-05-25 09:40:52,26 days 19:50:59
2001-06-03 11:41:57,29.665,178.63166666666666,178.0,6.8,,,9,,"KERMADEC ISL., N.Z.L.    USGS",2001-06-03 11:41:57,9 days 02:01:05
2001-06-14 11:35:25,24.731666666666666,121.87,33.0,6.4,6.1,1.0,8,311.0,TAIWAN REGION            NPS,2001-06-14 11:35:25,10 days 23:53:28
2001-06-24 05:33:14,16.265,73.64,33.0,6.7,8.2,,9,,NEAR COAST OF PERU       USGS,2001-06-24 05:33:14,9 days 17:57:49
2001-06-24 06:27:35,17.18,72.64,33.0,6.1,,,9,,NEAR COAST OF PERU       USGS,2001-06-24 06:27:35,0 days 00:54:21
2001-06-26 13:18:31,17.745,71.64833333333333,24.0,6.2,6.7,,9,,NEAR COAST OF PERU       USGS,2001-06-26 13:18:31,2 days 06:50:56
2001-07-03 22:10:45,21.70833333333333,143.15666666666667,337.0,6.7,,1.0,8,337.0,MARIANA ISLANDS REGION   NPS,2001-07-03 22:10:45,7 days 08:52:14
2001-07-05 22:53:48,16.085,73.98666666666666,62.0,6.2,,,9,,NEAR COAST OF PERU       USGS,2001-07-05 22:53:48,2 days 00:43:03
2001-07-07 18:38:43,17.541666666666668,72.07666666666667,33.0,6.6,7.3,,9,,NEAR COAST OF PERU       USGS,2001-07-07 18:38:43,1 days 19:44:55
2001-08-06 12:52:59,55.53666666666667,123.42166666666668,10.0,6.1,6.5,,9,,SE PACIFIC RISE          USGS,2001-08-06 12:52:59,29 days 18:14:16
2001-08-14 05:11:24,40.995,142.435,38.0,6.4,6.2,4.0,2,60.0,E OFF AOMORI PREF        NPS,2001-08-14 05:11:24,7 days 16:18:25
2001-08-18 07:25:47,25.756666666666668,126.30666666666669,18.0,6.4,6.2,3.0,7,294.0,NEAR OKINAWAJIMA ISLAND,2001-08-18 07:25:47,4 days 02:14:23
2001-08-21 15:52:06,36.81166666666667,179.575,33.0,6.4,7.1,,9,,"E OF N ISLAND, N.ZEAL.   USGS",2001-08-21 15:52:06,3 days 08:26:19
2001-09-07 11:45:59,13.165,97.29666666666668,10.0,6.2,5.8,,9,,SOUTH INDIAN OCEAN       USGS,2001-09-07 11:45:59,16 days 19:53:53
2001-10-10 08:53:37,47.75666666666667,155.10166666666666,33.0,6.5,5.7,,9,,EAST OF KURIL ISLANDS    USGS,2001-10-10 08:53:37,32 days 21:07:38
2001-10-13 00:02:16,12.685,144.98,37.0,6.7,7.3,,9,,SOUTH OF THE MARIANAS    USGS,2001-10-13 00:02:16,2 days 15:08:39
2001-10-19 12:28:44,4.101666666666667,123.90666666666668,33.0,6.3,7.3,,9,,BANDA SEA                USGS,2001-10-19 12:28:44,6 days 12:26:28
2001-11-09 09:47:55,9.641666666666667,82.3,10.0,6.1,5.7,,9,,PANAMA-COSTA RICA BORDER USGS,2001-11-09 09:47:55,20 days 21:19:11
2001-11-14 18:26:10,35.945,90.54,10.0,6.1,8.0,,9,,"QINGHAI, CHINA           USGS",2001-11-14 18:26:10,5 days 08:38:15
2001-12-02 22:01:55,39.39833333333333,141.26166666666666,122.0,6.4,6.4,5.0,2,49.0,SOUTHERN IWATE PREF      NPS,2001-12-02 22:01:55,18 days 03:35:45
2001-12-12 23:02:35,42.81166666666667,124.68666666666668,10.0,6.5,6.7,,9,,SOUTH OF AUSTRALIA       USGS,2001-12-12 23:02:35,10 days 01:00:40
2001-12-18 13:02:59,23.89333333333333,122.815,8.0,7.3,7.6,4.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2001-12-18 13:02:59,5 days 14:00:24
2001-12-23 19:21:31,27.78333333333333,142.09166666666667,46.0,6.1,5.8,2.0,8,333.0,NEAR CHICHIJIMA ISLAND   NPS,2001-12-23 19:21:31,5 days 06:18:32
2001-12-24 07:52:54,9.611666666666666,159.53,16.0,6.2,7.0,,9,,SOLOMON ISLANDS          USGS,2001-12-24 07:52:54,0 days 12:31:23
2002-01-03 02:22:48,17.6,167.855,21.0,6.3,7.5,,9,,VANUATU (NEW HEBRIDES)   USGS,2002-01-03 02:22:48,9 days 18:29:54
2002-01-22 13:53:52,35.79,26.616666666666667,88.0,6.2,,,9,,CRETE                    USGS,2002-01-22 13:53:52,19 days 11:31:04
2002-01-28 22:50:28,49.38,155.59333333333333,33.0,6.1,5.7,,9,,KURILE ISLANDS           USGS,2002-01-28 22:50:28,6 days 08:56:36
2002-03-03 21:08:07,36.428333333333335,70.43666666666667,209.0,6.3,,,9,,"HINDU KUSH, AFGHANISTAN  USGS",2002-03-03 21:08:07,33 days 22:17:39
2002-03-06 06:16:09,6.031666666666666,124.24833333333332,31.0,6.3,7.2,,9,,"MINDANAO, PHILIPPINE IS. USGS",2002-03-06 06:16:09,2 days 09:08:02
2002-03-26 12:45:43,23.196666666666665,124.265,0.0,7.0,5.6,1.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2002-03-26 12:45:43,20 days 06:29:34
2002-03-28 13:56:22,21.661666666666665,68.32833333333333,125.0,6.1,,,9,,CHILE-BOLIVIA BORDER     USGS,2002-03-28 13:56:22,2 days 01:10:39
2002-03-31 15:52:50,24.231666666666666,121.97,55.0,7.0,7.3,3.0,8,311.0,TAIWAN REGION            NPS,2002-03-31 15:52:50,3 days 01:56:28
2002-04-02 04:59:32,29.67,71.38333333333334,71.0,6.1,,,9,,NEAR COAST OF CEN. CHILE USGS,2002-04-02 04:59:32,1 days 13:06:42
2002-04-19 01:08:36,27.535,70.585,62.0,6.2,,,9,,NEAR COAST OF N CHILE    USGS,2002-04-19 01:08:36,16 days 20:09:04
2002-04-27 01:06:07,13.086666666666666,144.61833333333334,86.0,6.5,,,9,,MARIANAS                 USGS,2002-04-27 01:06:07,7 days 23:57:31
2002-05-15 12:46:06,24.64666666666667,121.79666666666668,47.0,7.0,6.4,3.0,8,311.0,TAIWAN REGION,2002-05-15 12:46:06,18 days 11:39:59
2002-05-29 01:45:18,23.961666666666662,122.27666666666669,30.0,6.1,5.8,2.0,8,311.0,TAIWAN REGION            NPS,2002-05-29 01:45:18,13 days 12:59:12
2002-06-03 18:15:01,27.681666666666665,140.455,521.0,6.1,5.7,1.0,8,332.0,W OFF OGASAWARA          NPS,2002-06-03 18:15:01,5 days 16:29:43
2002-06-22 11:58:21,35.625,49.04666666666667,10.0,6.2,6.4,,9,,WESTERN IRAN             USGS,2002-06-22 11:58:21,18 days 17:43:20
2002-06-29 02:19:33,43.50333333333333,131.39166666666668,589.0,7.0,7.4,2.0,8,319.0,NEAR VLADIVOSTOK         NPS,2002-06-29 02:19:33,6 days 14:21:12
2002-07-11 16:36:24,23.995,122.20666666666666,23.0,6.1,5.8,2.0,8,311.0,TAIWAN REGION            NPS,2002-07-11 16:36:24,12 days 14:16:51
2002-08-03 08:11:40,29.336666666666662,139.585,449.0,6.2,5.9,2.0,8,331.0,NEAR TORISHIMA IS        NPS,2002-08-03 08:11:40,22 days 15:35:16
2002-08-14 22:12:39,7.83,136.88,10.0,6.1,6.0,,9,,WESTERN CAROLINE ISLANDS USGS,2002-08-14 22:12:39,11 days 14:00:59
2002-08-14 22:57:52,14.1,146.19833333333332,30.0,6.1,6.4,,9,,MARIANAS                 USGS,2002-08-14 22:57:52,0 days 00:45:13
2002-08-19 20:01:01,21.695,179.51166666666666,580.0,6.7,,,9,,FIJI REGION              USGS,2002-08-19 20:01:01,4 days 21:03:09
2002-08-19 20:08:24,23.883333333333333,178.495,675.0,7.0,,,9,,SOUTH OF FIJI            USGS,2002-08-19 20:08:24,0 days 00:07:23
2002-08-19 20:23:06,23.898333333333333,178.375,677.0,6.1,,,9,,SOUTH OF FIJI            USGS,2002-08-19 20:23:06,0 days 00:14:42
2002-08-20 19:59:32,30.995,142.10333333333332,28.0,6.4,5.5,,8,331.0,NEAR TORISHIMA IS        NPS,2002-08-20 19:59:32,0 days 23:36:26
2002-09-09 03:44:23,3.3016666666666667,142.945,13.0,6.5,7.8,,9,,NEAR NEW GUINEA N. COAST USGS,2002-09-09 03:44:23,19 days 07:44:51
2002-09-12 18:18:06,23.02833333333333,145.35166666666666,1.0,6.1,,,8,335.0,FAR E OFF OGASAWARA,2002-09-12 18:18:06,3 days 14:33:43
2002-09-14 07:28:29,13.035,93.06666666666666,21.0,6.2,6.7,,9,,"ANDAMAN ISLANDS, INDIA   USGS",2002-09-14 07:28:29,1 days 13:10:23
2002-09-15 17:39:31,44.805,130.59333333333333,644.0,6.3,6.4,1.0,8,319.0,NEAR VLADIVOSTOK         NPS,2002-09-15 17:39:31,1 days 10:11:02
2002-09-24 12:57:22,31.51833333333333,69.2,120.0,6.2,,,9,,"SAN JUAN PROV.,ARGENTINA USGS",2002-09-24 12:57:22,8 days 19:17:51
2002-10-05 04:05:48,20.99,179.015,621.0,6.1,,,9,,FIJI REGION              USGS,2002-10-05 04:05:48,10 days 15:08:26
2002-10-10 19:50:20,1.7566666666666666,134.29666666666665,10.0,6.5,7.7,,9,,"IRIAN JAYA, INDONESIA    USGS",2002-10-10 19:50:20,5 days 15:44:32
2002-10-10 21:28:25,1.51,133.97166666666666,10.0,6.2,6.7,,9,,"IRIAN JAYA, INDONESIA    USGS",2002-10-10 21:28:25,0 days 01:38:05
2002-10-14 23:12:43,41.15166666666666,142.28,53.0,6.1,6.1,5.0,2,60.0,E OFF AOMORI PREF        NPS,2002-10-14 23:12:43,4 days 01:44:18
2002-10-16 19:12:21,51.95166666666667,157.32166666666666,102.0,6.1,,,9,,NEAR KAMCHATKA E. COAST  USGS,2002-10-16 19:12:21,1 days 19:59:38
2002-10-19 21:09:07,44.32666666666667,149.57666666666665,30.0,6.6,5.6,,1,25.0,SE OFF ETOROFU,2002-10-19 21:09:07,3 days 01:56:46
2002-10-25 06:53:43,6.03,94.41833333333334,65.0,6.2,,,9,,"NICOBAR ISLANDS, INDIA   USGS",2002-10-25 06:53:43,5 days 09:44:36
2002-11-02 10:26:10,2.8233333333333333,96.085,30.0,6.2,7.6,,9,,"N SUMATERA, INDONESIA    USGS",2002-11-02 10:26:10,8 days 03:32:27
2002-11-03 12:37:43,38.895,142.13833333333332,46.0,6.3,6.1,5.0,2,66.0,KINKAZAN REGION          NPS,2002-11-03 12:37:43,1 days 02:11:33
2002-11-04 07:12:41,63.516666666666666,147.44333333333333,5.0,7.0,8.5,,9,,CENTRAL ALASKA           USGS,2002-11-04 07:12:41,0 days 18:34:58
2002-11-16 04:58:31,56.05,36.403333333333336,10.0,6.1,6.6,,9,,SOUTH GEORGIA ISLAND     USGS,2002-11-16 04:58:31,11 days 21:45:50
2002-11-17 13:53:56,47.126666666666665,146.82666666666665,496.0,7.0,7.0,3.0,8,323.0,SOUTHERN SEA OF OKHOTSK  NPS,2002-11-17 13:53:56,1 days 08:55:25
2002-12-11 06:02:19,34.221666666666664,141.95166666666665,35.0,6.1,5.0,,3,107.0,FAR SE OFF BOSO PEN      NPS,2002-12-11 06:02:19,23 days 16:08:23
2003-01-20 17:43:06,10.49,160.77,33.0,6.7,7.8,,9,,SOLOMON ISLANDS          USGS,2003-01-20 17:43:06,40 days 11:40:47
2003-01-22 11:06:34,18.77,104.10333333333334,24.0,6.5,7.6,,9,,"JALISCO COAST, MEXICO    USGS",2003-01-22 11:06:34,1 days 17:23:28
2003-03-10 11:09:37,1.6916666666666669,127.295,94.0,6.2,,,9,,"HALMAHERA, INDONESIA     USGS",2003-03-10 11:09:37,47 days 00:03:03
2003-03-25 11:53:25,8.293333333333333,120.74166666666666,33.0,6.2,6.1,,9,,"FLORES REGION, INDONESIA USGS",2003-03-25 11:53:25,15 days 00:43:48
2003-04-17 09:48:38,37.528333333333336,96.475,14.0,6.2,6.3,,9,,"QINGHAI, CHINA           USGS",2003-04-17 09:48:38,22 days 21:55:13
2003-05-03 14:03:03,15.141666666666667,173.74666666666667,33.0,6.3,6.1,,9,,TONGA                    USGS,2003-05-03 14:03:03,16 days 04:14:25
2003-05-14 15:03:35,18.265,58.63166666666667,42.0,6.5,6.5,,9,,NORTH ATLANTIC OCEAN     USGS,2003-05-14 15:03:35,11 days 01:00:32
2003-05-22 03:44:20,36.96333333333333,3.633333333333333,12.0,6.5,6.9,,9,,NORTHERN ALGERIA         USGS,2003-05-22 03:44:20,7 days 12:40:45
2003-05-26 18:24:33,38.82,141.65,72.0,7.1,,6.0,2,50.0,NORTHERN MIYAGI PREF     NPS,2003-05-26 18:24:33,4 days 14:40:13
2003-05-27 04:23:27,2.353333333333333,128.855,31.0,6.5,7.1,,9,,"HALMAHERA, INDONESIA     USGS",2003-05-27 04:23:27,0 days 09:58:54
2003-05-27 08:13:29,6.76,123.70666666666666,566.0,6.2,,,9,,"MINDANAO, PHILIPPINE IS. USGS",2003-05-27 08:13:29,0 days 03:50:02
2003-06-09 10:52:48,24.481666666666666,121.76166666666668,43.0,6.3,5.7,1.0,8,311.0,TAIWAN REGION            NPS,2003-06-09 10:52:48,13 days 02:39:19
2003-06-10 17:40:33,23.576666666666668,121.68666666666668,92.0,6.3,6.3,2.0,8,311.0,TAIWAN REGION            NPS,2003-06-10 17:40:33,1 days 06:47:45
2003-06-17 07:08:02,55.49166666666667,159.9983333333333,175.0,6.3,,,9,,KAMCHATKA                USGS,2003-06-17 07:08:02,6 days 13:27:29
2003-06-20 15:19:38,7.605,71.72166666666666,558.0,6.4,,,9,,WESTERN BRAZIL           USGS,2003-06-20 15:19:38,3 days 08:11:36
2003-06-20 22:30:41,30.606666666666666,71.63666666666667,33.0,6.4,6.8,,9,,NEAR COAST OF CEN. CHILE USGS,2003-06-20 22:30:41,0 days 07:11:03
2003-06-23 21:12:34,51.43833333333333,176.78166666666667,20.0,6.3,7.0,,9,,"RAT ISLANDS,ALEUTIAN IS. USGS",2003-06-23 21:12:34,2 days 22:41:53
2003-07-16 05:27:50,2.5966666666666667,68.38166666666666,10.0,6.1,7.6,,9,,CARLSBERG RIDGE          USGS,2003-07-16 05:27:50,22 days 08:15:16
2003-07-21 22:53:58,5.48,148.85166666666666,190.0,6.2,,,9,,"NEW BRITAIN, P.N.G.      USGS",2003-07-21 22:53:58,5 days 17:26:08
2003-07-25 18:37:45,1.5266666666666668,149.69333333333333,24.0,6.4,6.5,,9,,"NEW IRELAND, P.N.G.      USGS",2003-07-25 18:37:45,3 days 19:43:47
2003-07-26 07:13:31,38.405,141.17,12.0,6.4,6.1,6.5,2,50.0,NORTHERN MIYAGI PREF     NPS,2003-07-26 07:13:31,0 days 12:35:46
2003-07-27 15:25:34,46.818333333333335,139.14666666666668,487.0,7.1,6.9,3.0,8,318.0,SOUTHERN SIBERIA         NPS,2003-07-27 15:25:34,1 days 08:12:03
2003-08-04 13:37:20,60.531666666666666,43.41,10.0,6.2,7.5,,9,,SCOTIA SEA               USGS,2003-08-04 13:37:20,7 days 22:11:46
2003-08-21 21:12:49,45.10333333333333,167.14333333333337,28.0,6.6,7.5,,9,,"SOUTH ISLAND,NEW ZEALAND USGS",2003-08-21 21:12:49,17 days 07:35:29
2003-09-01 08:08:00,43.29666666666667,132.95333333333335,539.0,6.2,6.1,1.0,8,319.0,NEAR VLADIVOSTOK         NPS,2003-09-01 08:08:00,10 days 10:55:11
2003-09-22 03:16:13,19.916666666666668,95.67166666666668,10.0,6.1,6.9,,9,,MYANMAR                  USGS,2003-09-22 03:16:13,20 days 19:08:13
2003-09-26 04:50:07,41.778333333333336,144.07833333333335,45.0,8.0,7.9,6.0,1,28.0,SE OFF TOKACHI           NPS,2003-09-26 04:50:07,4 days 01:33:54
2003-09-26 06:08:01,41.708333333333336,143.69,21.0,7.1,7.3,6.0,1,29.0,SE OFF ERIMOMISAKI,2003-09-26 06:08:01,0 days 01:17:54
2003-09-26 15:26:58,42.18833333333333,144.775,27.0,6.1,6.4,4.0,1,28.0,SE OFF TOKACHI           NPS,2003-09-26 15:26:58,0 days 09:18:57
2003-09-27 20:33:24,50.02,87.82166666666667,16.0,6.5,7.5,,9,,"SW SIBERIA, RUSSIA       USGS",2003-09-27 20:33:24,1 days 05:06:26
2003-09-28 03:52:46,50.06166666666667,87.74666666666667,10.0,6.1,6.6,,9,,"SW SIBERIA, RUSSIA       USGS",2003-09-28 03:52:46,0 days 07:19:22
2003-09-29 11:36:55,42.35833333333333,144.55166666666668,43.0,6.5,6.3,4.0,1,28.0,SE OFF TOKACHI           NPS,2003-09-29 11:36:55,1 days 07:44:09
2003-10-01 10:03:25,50.21,87.72,10.0,6.3,7.1,,9,,"SW SIBERIA, RUSSIA       USGS",2003-10-01 10:03:25,1 days 22:26:30
2003-10-07 13:55:28,16.525,170.19166666666666,10.0,6.2,5.9,,9,,SAMOA REGION             USGS,2003-10-07 13:55:28,6 days 03:52:03
2003-10-08 18:06:56,42.565,144.66833333333332,51.0,6.4,6.0,4.0,1,28.0,SE OFF TOKACHI           NPS,2003-10-08 18:06:56,1 days 04:11:28
2003-10-11 09:08:48,41.86333333333333,144.43833333333333,28.0,6.1,6.5,3.0,1,28.0,SE OFF TOKACHI           NPS,2003-10-11 09:08:48,2 days 15:01:52
2003-10-17 19:19:06,5.466666666666667,154.085,132.0,6.2,,,9,,SOLOMON ISLANDS          USGS,2003-10-17 19:19:06,6 days 10:10:18
2003-10-19 07:27:13,0.5016666666666667,126.07666666666668,33.0,6.1,6.1,,9,,NORTHERN MOLUCCA SEA     USGS,2003-10-19 07:27:13,1 days 12:08:07
2003-10-22 20:45:30,6.051666666666667,147.71666666666667,53.0,6.2,,,9,,"E NEW GUINEA REG.,P.N.G. USGS",2003-10-22 20:45:30,3 days 13:18:17
2003-10-31 10:06:30,37.83166666666666,142.695,33.0,6.8,6.3,4.0,2,68.0,SE OFF MIYAGI PREF       NPS,2003-10-31 10:06:30,8 days 13:21:00
2003-11-01 22:10:08,37.77333333333333,143.27,46.0,6.2,5.8,2.0,2,70.0,FAR E OFF FUKUSHIMA PREF NPS,2003-11-01 22:10:08,1 days 12:03:38
2003-11-12 03:48:27,22.668333333333333,143.69166666666666,152.0,6.4,6.5,1.0,8,334.0,IOTO ISLANDS REGION,2003-11-12 03:48:27,10 days 05:38:19
2003-11-12 17:26:42,33.163333333333334,137.03333333333333,395.0,6.5,6.1,4.0,5,208.0,SE OFF KII PENINSULA     NPS,2003-11-12 17:26:42,0 days 13:38:15
2003-11-17 15:43:06,51.145,178.65,33.0,6.2,7.2,,9,,"RAT ISLANDS,ALEUTIAN IS. USGS",2003-11-17 15:43:06,4 days 22:16:24
2003-11-19 02:14:22,12.025,125.415,35.0,6.1,6.5,,9,,"SAMAR,PHILIPPINE ISLANDS USGS",2003-11-19 02:14:22,1 days 10:31:16
2003-11-26 05:19:46,5.58,150.88,35.0,6.1,6.4,,9,,"NEW BRITAIN, P.N.G.      USGS",2003-11-26 05:19:46,7 days 03:05:24
2003-12-06 06:26:09,55.53666666666667,165.78,10.0,6.1,6.5,,9,,KOMANDORSKY ISLANDS REG. USGS,2003-12-06 06:26:09,10 days 01:06:23
2003-12-10 13:38:10,22.808333333333334,121.28,32.0,6.6,6.6,1.0,8,311.0,TAIWAN REGION            NPS,2003-12-10 13:38:10,4 days 07:12:01
2003-12-23 04:15:56,35.705,121.10166666666667,8.0,6.1,6.4,,9,,CENTRAL CALIFORNIA       USGS,2003-12-23 04:15:56,12 days 14:37:46
2003-12-26 05:42:33,22.251666666666665,169.48666666666668,10.0,6.3,6.3,,9,,LOYALTY ISLANDS REGION   USGS,2003-12-26 05:42:33,3 days 01:26:37
2003-12-28 01:00:59,22.015,169.765,10.0,6.1,7.1,,9,,LOYALTY ISLANDS REGION   USGS,2003-12-28 01:00:59,1 days 19:18:26
2004-01-04 01:23:21,22.251666666666665,169.68166666666667,22.0,6.4,7.1,,9,,LOYALTY ISLANDS REGION   USGS,2004-01-04 01:23:21,7 days 00:22:22
2004-01-04 01:34:28,22.436666666666667,169.91833333333332,10.0,6.1,,,9,,LOYALTY ISLANDS REGION   USGS,2004-01-04 01:34:28,0 days 00:11:07
2004-01-11 13:32:47,36.695,53.35166666666667,5.0,6.1,6.1,,9,,SOUTH INDIAN OCEAN       USGS,2004-01-11 13:32:47,7 days 11:58:19
2004-01-25 20:43:11,16.83,174.195,130.0,6.4,,,9,,TONGA                    USGS,2004-01-25 20:43:11,14 days 07:10:24
2004-02-06 06:05:02,3.615,135.53666666666666,17.0,6.1,7.1,,9,,"IRIAN JAYA, INDONESIA    USGS",2004-02-06 06:05:02,11 days 09:21:51
2004-02-07 11:42:35,4.001666666666667,135.02166666666668,10.0,6.2,7.5,,9,,"IRIAN JAYA, INDONESIA    USGS",2004-02-07 11:42:35,1 days 05:37:33
2004-02-22 15:46:27,1.5583333333333331,100.48666666666666,42.0,6.3,5.7,,9,,"S SUMATERA, INDONESIA    USGS",2004-02-22 15:46:27,15 days 04:03:52
2004-04-06 06:24:04,36.51166666666666,71.02833333333334,187.0,6.4,,,9,,AFGHANISTAN-TAJIKISTAN   USGS,2004-04-06 06:24:04,43 days 14:37:37
2004-04-18 00:58:24,7.351666666666667,128.37166666666667,129.0,6.1,,,9,,BANDA SEA                USGS,2004-04-18 00:58:24,11 days 18:34:20
2004-04-23 10:50:30,9.361666666666666,122.83833333333334,66.0,6.5,,,9,,SAVU SEA                 USGS,2004-04-23 10:50:30,5 days 09:52:06
2004-05-19 16:04:14,22.776666666666667,121.48333333333332,87.0,6.1,5.8,,8,311.0,TAIWAN REGION,2004-05-19 16:04:14,26 days 05:13:44
2004-05-28 21:38:44,36.248333333333335,51.62166666666667,17.0,6.2,6.4,,9,,NORTHERN IRAN            USGS,2004-05-28 21:38:44,9 days 05:34:30
2004-05-30 05:56:06,34.10666666666667,141.85833333333332,23.0,6.7,5.5,1.0,3,107.0,FAR SE OFF BOSO PEN      NPS,2004-05-30 05:56:06,1 days 08:17:22
2004-06-11 00:19:57,55.681666666666665,160.0016666666667,189.0,6.1,,,9,,KAMCHATKA                USGS,2004-06-11 00:19:57,11 days 18:23:51
2004-07-08 19:30:50,46.1,151.93166666666667,168.0,6.3,5.9,1.0,8,324.0,KURILE ISLANDS REGION,2004-07-08 19:30:50,27 days 19:10:53
2004-07-25 23:35:19,2.4266666666666667,103.98,582.0,6.8,,,9,,"S SUMATERA, INDONESIA    USGS",2004-07-25 23:35:19,17 days 04:04:29
2004-08-07 18:30:16,51.751666666666665,166.31166666666667,8.0,6.3,5.4,,9,,S OF ALEUTIAN ISLANDS    USGS,2004-08-07 18:30:16,12 days 18:54:57
2004-08-28 22:41:27,34.93,70.38666666666667,1.0,6.1,6.3,,9,,CHILE-ARGENTINA BORDER   USGS,2004-08-28 22:41:27,21 days 04:11:11
2004-09-05 19:07:07,33.031666666666666,136.79666666666665,38.0,7.1,6.8,5.0,5,208.0,SE OFF KII PENINSULA     NPS,2004-09-05 19:07:07,7 days 20:25:40
2004-09-05 23:57:16,33.13666666666666,137.14,44.0,7.4,7.0,5.0,5,208.0,SE OFF KII PENINSULA     NPS,2004-09-05 23:57:16,0 days 04:50:09
2004-09-07 08:29:36,33.208333333333336,137.29166666666666,41.0,6.5,6.6,4.0,5,208.0,SE OFF KII PENINSULA     NPS,2004-09-07 08:29:36,1 days 08:32:20
2004-09-07 20:53:06,28.571666666666665,65.84,22.0,6.1,6.1,,9,,"SANTIAGO DEL ESTERO,ARG. USGS",2004-09-07 20:53:06,0 days 12:23:30
2004-09-08 23:58:23,33.11666666666667,137.28666666666666,36.0,6.5,6.0,3.0,5,208.0,SE OFF KII PENINSULA     NPS,2004-09-08 23:58:23,1 days 03:05:17
2004-10-08 17:27:53,10.95,162.16,36.0,6.1,6.9,,9,,SOLOMON ISLANDS          USGS,2004-10-08 17:27:53,29 days 17:29:30
2004-10-08 23:36:06,13.925,120.53333333333332,105.0,6.3,,,9,,"MINDORO, PHILIPPINE IS.  USGS",2004-10-08 23:36:06,0 days 06:08:13
2004-10-15 13:08:51,24.601666666666667,122.82666666666668,83.0,6.6,6.5,5.0,7,289.0,NW OFF ISHIGAKIJIMA IS   NPS,2004-10-15 13:08:51,6 days 13:32:45
2004-10-23 17:56:00,37.29166666666666,138.86666666666667,13.0,6.8,6.3,7.0,4,132.0,MID NIIGATA PREF         NPS,2004-10-23 17:56:00,8 days 04:47:09
2004-10-23 18:03:12,37.35333333333333,138.98333333333332,9.0,6.3,5.9,5.5,4,132.0,MID NIIGATA PREF,2004-10-23 18:03:12,0 days 00:07:12
2004-10-23 18:34:05,37.305,138.93,14.0,6.5,6.3,6.5,4,132.0,MID NIIGATA PREF         NPS,2004-10-23 18:34:05,0 days 00:30:53
2004-10-27 10:40:50,37.29166666666666,139.03333333333333,12.0,6.1,6.0,6.0,4,132.0,MID NIIGATA PREF         NPS,2004-10-27 10:40:50,3 days 16:06:45
2004-11-09 00:54:59,23.981666666666666,122.42,34.0,6.4,6.0,2.0,7,289.0,NW OFF ISHIGAKIJIMA IS,2004-11-09 00:54:59,12 days 14:14:09
2004-11-10 08:58:23,11.15,163.705,13.0,6.6,6.7,,9,,SOLOMON ISLANDS          USGS,2004-11-10 08:58:23,1 days 08:03:24
2004-11-11 19:02:46,42.08,144.485,39.0,6.3,6.5,4.0,1,28.0,SE OFF TOKACHI           NPS,2004-11-11 19:02:46,1 days 10:04:23
2004-11-12 06:26:41,8.151666666666667,124.86666666666666,10.0,6.5,7.3,,9,,"TIMOR REGION, INDONESIA  USGS",2004-11-12 06:26:41,0 days 11:23:55
2004-11-12 07:49:48,8.255,124.93,10.0,6.1,6.4,,9,,"TIMOR REGION, INDONESIA  USGS",2004-11-12 07:49:48,0 days 01:23:07
